sitios=Arroyo Abra Vieja y Santa Rosa,sitios=Arroyo El Gato,sitios=Arroyo Santo Domingo,sitios=Arroyo Sarandí,sitios=Balneario Municipal,sitios=Balneario Palo Blanco,sitios=Boca Cerrada (Res.Nat. Punta Lara),sitios=Calle 14 y Costa - Salida cloaca,sitios=Camping Eva Perón,sitios=Canal Aliviador y Río Lujan,sitios=Canal Villanueva y Río Luján,sitios=Club de Pescadores,sitios=Costa de Villa Domínico,sitios=Costa y Melo,sitios=Costanera Hudson Calle 63,sitios=Costanera Norte - Espigón Abanico,sitios=Cuatro bocas- desembocadura del Riachuelo,sitios=Del Arca,sitios=Diagonal 66 (descarga cloaca),sitios=Ensenada Prefectura Isla Santiago,sitios=Escollera de Propaneros,sitios=Espora 400 m,sitios=Náutico 400 m,sitios=Parque de los Niños,sitios=Pejerrey Club 400 m,sitios=Perú Puente,sitios=Playa Espigón de Pacheco,sitios=Playa La Bagliardi,sitios=Playa La Balandra,sitios=Polo Petroquímico Dock Sud,sitios=Puerto Trinidad calle 47,sitios=Puerto de Olivos Espigón,sitios=Reserva Barrio El Ceibo,sitios=Reserva Barrio El Ceibo ,sitios=Reserva Ecológica,sitios=Reserva Ecológica Costanera Sur - Playita,sitios=Rio Tigre 100m antes del Rio Luján,sitios=Río Capitán y Río San Antonio,sitios=Río Carapachay y Arroyo Gallo Fiambre,sitios=Río Lujan y Arroyo Caraguatá,sitios=Río Lujan y Canal San Fernando,sitios=Río Reconquista y Río Lujan,sitios=Toma de agua Club de Pesca,codigo=AC001,codigo=AV051,codigo=AV052,codigo=AV053,codigo=AV054,codigo=AV055,codigo=BS091,codigo=BS092,codigo=BS093,codigo=BS094,codigo=BS095,codigo=BZ077,codigo=BZ078,codigo=BZ080,codigo=CA041,codigo=CA044,codigo=CA046,codigo=CA047,codigo=EN-adic,codigo=EN-extra,codigo=EN081,codigo=EN082,codigo=EN083,codigo=EN084,codigo=QU061,codigo=QU062,codigo=QU063,codigo=SF015,codigo=SI022,codigo=SI023,codigo=SI024,codigo=TI001,codigo=TI002,codigo=TI003,codigo=TI004,codigo=TI005,codigo=TI006,codigo=TI007,codigo=TI008,codigo=TI009,codigo=VL031,codigo=VL032,codigo=VL033,campaña=Invierno,campaña=Otoño,campaña=Primavera,campaña=Verano,olores=Ausencia,olores=Presencia,color=Ausencia,color=Presencia,espumas=Ausencia,espumas=Presencia,mat_susp=Ausencia,mat_susp=Presencia,"Actividad_principal=""Actividad náutica""","Actividad_principal=""Agricultura, ganadería, caza y silvicultura""","Actividad_principal=""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""","Actividad_principal=""Industria Manufacturera""","Actividad_principal=""La industria metalúrgica y la actividad maderera""","Actividad_principal=""Producción de electricidad, gas y agua""","Actividad_principal=""servicios inmobiliarios, financieros y comercio""","Actividad_principal=""siderúrgica y refineria de petroleo""",Actividad_principal=Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,orden,ph,tem_agua,tem_aire,od,colif_fecales_ufc_100ml,escher_coli_ufc_100ml,enteroc_ufc_100ml,nitrato_mg_l,nh4_mg_l,p_total_l_mg_l,fosf_ortofos_mg_l,dbo_mg_l,dqo_mg_l,turbiedad_ntu,hidr_deriv_petr_ug_l,cr_total_mg_l,cd_total_mg_l,clorofila_a_ug_l,microcistina_ug_l,Personas_con_cloacas,Poblacion_partido
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.3174644975051395,-0.8707285842340138,-0.15906064565327602,-0.28660482860793846,-0.5546040188756054,-0.04644447744219139,-0.011197789900773924,-0.2512166249164191,0.4298121548904094,-0.3817154284928506,0.0039902157098879575,-0.1817044142647178,-0.5308887747220516,0.6678020053338148,1.6226980777093039,-0.2368712374828417,-0.2824529768507253,-0.12059162504349641,-0.25694242966631725,-0.22632887426955314,-0.3560485252460304,-0.11932842038371487
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.08015081990852468,-0.13427394231260548,-0.15906064565327602,-0.28660482860793846,-0.5193602362957636,0.25986781157706074,2.862405629002325,1.1881884333233304,0.6916055718233368,-0.17965600228511072,-0.12968201057136058,-0.7607697295964659,-0.25273952263896,-0.28852566559159193,2.256382793592095,-0.2368712374828417,-0.2859376752568466,-0.12059162504349641,-0.25694242966631725,-0.22632887426955314,3.43241922273608,3.3975762072493687
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.4046255932074132,-0.13427394231260548,-1.7441033350559738,-0.882602637333926,-0.06119106275781865,-0.15607203351223953,-0.30625528380600286,-0.2702395992543894,0.08075426564650616,-0.3671222477111805,-0.1986741273616824,-0.5563937359499666,-0.25273952263896,-0.28852566559159193,-0.3628473653901088,-0.2368712374828417,-0.2859376752568466,-0.12059162504349641,-0.264524314983892,-0.22632887426955314,-0.48282124681427385,-0.5742913823970902
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.49726222963656225,-2.9194114972153824,1.2133543659027188,1.5013885975700243,0.1220766066573595,-0.15526594854113623,-0.333836745192796,-0.38913318886670345,0.10257038372425004,-0.324465257733991,-0.00894580618829735,-0.24982974548021747,0.09494704246490474,-0.28852566559159193,-0.3628473653901088,-0.2368712374828417,2.1533512090280715,-0.12059162504349641,-0.18203963975516133,-0.22632887426955314,0.06673675356619689,0.12581477858425433
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0700017619858166,0.6959112903987981,0.03423724329827254,-0.882602637333926,0.1537960109792172,-0.15595112076657405,-0.292143838445318,-0.19414770190250835,-0.8791549297742282,-0.39855371401016226,-0.22023416385865802,-0.8288950608119656,-0.25273952263896,-0.39098934461931406,-0.10937347903699232,-0.2368712374828417,-0.2859376752568466,-0.12059162504349641,-0.268032642380199,-0.22632887426955314,-0.3560485252460304,-0.11932842038371487
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3322870726236803,0.13352774565881442,-0.3910181123951341,-0.5846037329709323,-1.4779911224674638,1.5334820659202673,1.451261092933839,-0.048304898644736374,-0.6828098670745325,0.129045898865603,0.21527857338024858,1.6236168629460264,-0.25273952263896,1.2484295198242403,-0.7853038426453031,-0.2368712374828417,2.1533512090280715,-0.12059162504349641,-0.25694242966631725,-0.22632887426955314,-0.16795137113529518,-0.22372090856803983
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.08015081990852468,0.2674285896445256,1.1360352103220992,1.3523891453885273,-0.025947280177976543,-0.1431746739745868,-0.11382648343302747,-0.14341977033458767,-0.2901197416751412,-0.37610266665374675,-0.00463379888890228,-0.24982974548021747,-0.25273952263896,-0.28852566559159193,2.5098566799452118,-0.2368712374828417,-0.2859376752568466,-0.10925232004594326,-0.26861736361291694,-0.22632887426955314,3.43241922273608,3.3975762072493687
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5797498081430033,0.09335749246310215,0.3435138656207505,0.01139407575505534,0.24542984568680612,-0.1439807589456901,-0.2805981104229395,-0.3399905051602803,-0.46464868629709283,-0.27507295354987676,0.12041441279355607,0.2951729042437807,-0.25273952263896,-0.28852566559159193,-0.4050930131156283,-0.2368712374828417,-0.2859376752568466,-0.12059162504349641,-0.26853940078188787,-0.22632887426955314,0.06673675356619689,0.12581477858425433
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0848243371043573,-0.8707285842340138,0.4594925989916792,1.5013885975700243,-0.7872129839025621,-0.15526594854113623,-0.3383267505348321,-0.3368200094372853,-0.2901197416751412,-0.29752400090629233,-0.1943621200622873,-0.42014307351896685,-0.7395007137843704,0.8727293633892592,-0.7430581949197836,-0.2368712374828417,-0.2859376752568466,-0.12059162504349641,-0.2686150442186938,-0.22632887426955314,-0.16795137113529518,-0.22372090856803983
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.49726222963656225,-0.589536811864022,-0.1010712789678113,-0.7336031851524292,0.3582099499423004,-0.1589739394082114,-0.3402510385385618,-0.39579122988499305,-0.399200332063861,-0.26384742987166904,-0.1684900762659166,-0.3520177423034672,-0.25273952263896,-0.28852566559159193,-0.6163212517432254,-0.2368712374828417,-0.2859376752568466,-0.12059162504349641,-0.26861736361291694,-0.22632887426955314,0.06673675356619689,0.12581477858425433
